Title,Company,Location,JD,URL
Horizon TPM Lead - Facebook AR/VR Experiences,Facebook,"Menlo Park, CA","skills:  
Lead technical program management for projects that break new ground and define categories and are consistent with Facebook’s mission. 
Day-to-day decision-making and leadership for AR/VR Social Experiences Management including internal teams and external partnerships. 
Work cross-functionally with partner technology and business teams to get software products developed and shipped on time and within budget. 
Collaborate with AR/VR Experiences leadership team to define future products and product enhancements. 
3+ years of management experience. 
5+ years experience in managing complex ambiguous software products with a variety of stakeholders. 
Experience shipping a software product built in Unity and/or similar game engines from pre-production through to live. 
Experience leading multiple teams & managing multiple projects concurrently. 
Experience with the product development process, tools and systems. 
Organizational communication, coordination and multi-tasking experience. 
Experience with managing third-party vendors. 
Experience with VR technology and connecting the world in a meaningful way. Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=d1c5c95daf62a972&fccid=1639254ea84748b5&vjs=3
"Display Research and Development Engineer, AR/VR",Google,"Mountain View, CA","skills:  
Ph.D. degree in a Display related field or equivalent practical experience. 2+ years of work experience in display and R&D Environment
 
Knowledge and experience of Micro-LED architecture, epitaxy material, epitaxy growth equipment (MBE/MOCVD) and process. Knowledge of major design, test and manufacturing challenges for micro-LED displays. Knowledge of micro-display (LCoS, DLP, micro-OLED, micro-LED, etc) technology, familiar with display and backplane design, and fabrication process. Knowledge of all display technologies. Established relationships with micro-display suppliers, and equipment and material vendors. Excellent communication and analytical skills. Innovate, develop, and integrate leading edge micro-LED display technologies for VR/AR. Demonstrate deep understanding of relationship between display technologies and its business goals. Work closely with cross-functional teams (e.g. Electrical, Organizational/Mechanical, Software Engineering, Display, UX) to define requirements and specifications of an advanced display to optimize the visual system. Guide and work with display partners, and even material/component/equipment supply chain partners to solve the key challenges during display development phase. Evaluate and test the key display image, efficiency, power, and reliability performance. Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=2bfe64d12a97b67a&fccid=a5b4499d9e91a5c6&vjs=3
"Display Programmatic, Performance Marketing Manager: AR/VR",Facebook,"Menlo Park, CA","skills:  
Manage Display and Online Video campaigns, channel strategy and launch large scale, breakthrough campaigns for Portal/Oculus 
Build industry leading optimization capability to maximize hardware sales at efficient ROAS 
Implement channel best practices, identify optimization opportunities using data, and architect ambitious test plans across targeting, creative/ad copy, platform, publishers, landing page, keywords etc. 
Build in-house strategic and operational capabilities, manage performance agency, vendors where needed 
Determine KPIs, establish reporting, manage and own channel performance 
Provide thought leadership on attribution and channel incrementality for your channel 
Manage large marketing budgets and ensure we are allocating spend optimally across channels and marketing funnel 
Work cross-functionally with marketing stakeholders including: PMM, integrated marketing, decision science, creative, owned channel, brand 
5+ years of marketing industry experience, with a focus towards digital display advertising, online video ads 
Experience as a DR marketer with technical knowledge in demand side platforms, online video platforms 
Proven experience running in-house marketing strategy, campaign execution and operations (including experience with bid models, and audience segmentation targeting tactics) 
Analytical experience to conduct analysis on channel performance, identify optimization opportunities and use data to inform business decisions 
Knowledge in Excel 
Communication experience 
Experience managing contractors and vendor relationships 
BA/BS degree 
Experience with demand side platforms: The Trade Desk, Amazon 
Experience using DCM tracking solutions 
Experience working with large budgets (7 figures) 
Knowledge about consumer tech products 
Experience launching campaigns in international markets (in addition to US) 
Experience with marketing consumer electronics products and/or gaming 
4+ years experience marketing B2C products for retail/ecommerce businesses in the consumer electronics category Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=3aaae4d203de95fe&fccid=1639254ea84748b5&vjs=3
Graphics Engineer AR/VR,Facebook,"Menlo Park, CA","skills:  
Develop innovative graphics techniques, algorithms, and tools to maximize graphics quality and performance 
Collaborate with Product Designers, Product Managers, Software Engineers and animation artists, to deliver the best Graphics solutions 
Document and support graphics features 
Write high-quality, performant, and maintainable code 
Improve current custom multi-platform engine 
Collaborate with cross-functional engineering teams to deliver innovation into AR/VR products 
3+ years of object-oriented and component based design experience. 
3+ years of experience with C/C++ programming. 
Bachelor's degree or equivalent experience in Computer Science or similar field. 
Knowledge of image processing and computer vision techniques. 
Knowledge of ray tracing, rasterization and linear algebra. 
Virtual reality experience (Rift, Vive, Go, Gear VR, etc.), AR or MR. 
Experience implementing advanced 3D graphics features such as lighting, effects, shaders and other low-level systems. 
Experience delivering AAA Games. 
Experience with mobile CPU/GPU programming. 
Experience developing or modifying camera pipeline on mobile platform. 
Experience with tools such as Maya, Houdini, Blender, 3Ds Max, Arnold, RenderMan, or Cycles. Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=4d8876b7c7a60d41&fccid=1639254ea84748b5&vjs=3
AR/VR Business Analyst,Tailored Management,"Menlo Park, CA","skills:  Consolidate third-party retailer sales reports and upload reports to Hive Metastore. Use SQL to query sales related data on a distributed system. Create reports and dashboards to support sales leadership in making effective, analytically driven, and strategic decisions. Explore new data sources to add signal to existing models and develop models for new sales opportunities. Perform ad-hoc and in-depth analyses and then reporting/presenting insights. Partner with regional heads of sales to develop regional sales strategy. 2+ years of experience in business reporting, business intelligence or sales analytics. Reporting experience in a consumer electronics environment or retail industry preferred. Experience in querying and manipulating raw datasets for analysis using SQL (Presto, Spark, Hive). Experience in data ETL preferred. Experience in visualization, dashboards and reporting using Tableau, or other BI tools. Ability to partner with cross functional teams, prioritize tasks and move fast on projects. Experience in communicating findings to both technical and non-technical audiences. BS/MS degree in a quantitative discipline: statistics, applied mathematics, business analytics, computer science, engineering, economics, etc. Bachelor's (Required) United States (Required) One location Health insurance Dental insurance Vision insurance Monday to Friday Day shift 8 hour shift Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DI_pqscLjs9LkB0jlO39g2s8RE9SCHTdataN4HV1TulGfWI13h5d2IIBkrMCBpdyoKFuk6LoRw93nv9VIf-nwycaiTnbsKlxaYmP2oUVCrEos5MOIWzflKyJqtBexCiKWVxNVq0D9Lo3YRyX8n959AonagBpNTwfxL-PurTe6VIuRucl5-GiO9fNuGCgkJnI2iqwkhN0yI-9HDPmDpLo8lDG0Yauo0UUAhLnhMthNX_lng0YziqFNV47sBGr_3Zu60efQ_VVRdnyR9bovbX6ioXigaPOlQMh3VONRtTqo4Hp6HIKVk7vU8u-lN9W_AXs_zxJFtI9O52WiZmlw0dXRWofdiv5n13oh1qkaTqTicsGk-UfPCOd_6a9ZKaBjC-ABGtdqCL_-CHQTFm9eojMjrmM5JpQlCkhvAhoHuke9pKlyuFqdDDHQt9s0-fTCUzaZRYn-b6YdNShVX67EmTyCj&p=14&fvj=1&vjs=3
"Producer, Augmented Reality (Menlo Park)",The Mom Project,"Menlo Park, CA","skills:  Work closely with creative leads to set strategy and goals for creative development efforts Establish and maintain project production schedules to ensure a smooth end-to-end development plan that meets product goals and quality bar, and ensures that all assets are delivered on time and implemented to spec Establish and maintain an efficient and flexible project process that facilitates the creation, review, feedback, revision, deployment cycle of art asset production Strategically source and manage resources to keep project on-track As a point of contact for team communication, establish clear communication channels and process across creative and cross-functional teams, including Product Marketing Managers, Product Development, Engineering, QA, Legal and Policy Schedule, manage and address cross-functional feedback and stakeholder approvals Predict and/or identify roadblocks and obstacles, and proactively establish meetings or integration points between teams to address and resolve them Serve as team lead to align and anchor resources in a fast-paced environment Work closely with cross-functional product and engineering teams to unlock future possibilities that marry emerging technologies and creative expression Facilitate, document and disseminate decisions to key stakeholders Experience working with artists, designers and engineers to design, build, and deliver products and effects that use emerging technologies Experience in AR/VR/MR or 3D production highly desired Experience articulating design direction to artists and non-artists alike Experience working with external vendors (individual artists and agencies) including sourcing and contracting, advising on/defining schedules, assessing proposed production processes, managing assets as they are delivered, and being the daily point of contact for the internal team Experience in project management and relationship building Experience establishing and managing ongoing production Ability to thrive managing a globally distributed team Knowledge with Maya, Adobe Photoshop, Illustrator and other design packages Health Benefits: Medical, Dental, Vision, Life (including spouse & child), 401k, STD/LTD, AD&D, and Commuter Benefits program) Accrued PTO: Up to 15 days per 12 months on assignment New Child Benefit: Up to $4,000 for the birth or adoption of a child while on assignment (conditions apply) Health insurance Dental insurance Vision insurance Monday to Friday Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0BDp_epf89aHDQhKpPegNJQ_ldQpEFZQsM9OcONMGxWx1gfak1_dXnxKhEjFYjFBcyNmE4gglm-h4MqsLaW9b5uYMYhHDT9mYTcUKAesv3Gn81bEnBSv9rR-GZczsrS_vXO1L9QmvglRGi3vSJ4Win-2vVDyC0DjP8hyJ8Vsh5d6K30JIwxxTkJodkkcstqC0G3FRbCxu0RZYhnOT1ZQcRfc2OP4kSTvorqyI9fGUd1iWrv3R-BUA-xDsUH0jET47H5Ma1eEzsqcINDnCzrXB9g7SAUQ7reahuX9EKPT4bBZNyhg0yphCssbgEECpz4BAFE4z912U3dM9vfTkL80rVG6pOISqSsdiy5pXhQ3nnoCPFMFJgKZBOxuq9jrKpAH7s0THUXRAdMwbR94yfJzw6JFlzeNxQUsj8FYuxq1Zgw4VQ9ir3Mrd0u&p=0&fvj=1&vjs=3
"Revenue Manager, AR/VR",Facebook,"Menlo Park, CA","skills:  
Partner with product and engineering teams to understand new business models, and design and implement scalable finance operational processes and systems to support the business. 
Review revenue contracts to ensure compliance with GAAP (ASC 606) and internal policies. 
Document technical accounting positions on significant multiple element revenue arrangements. 
Own month end close procedures for the AR/VR business including preparation and review of journal entries, reconciliations, and other duties as necessary. 
Streamline and improve existing finance systems and processes to enable the business and finance function to scale. 
Fulfillment of internal and external audit requests. 
Partner with Sales and Marketing teams to operationalize and implement various marketing initiatives. 
Partner with cross-functional teams to research customer queries/issues and coordinate timely resolution. 
CPA 
Bachelor’s degree in Accounting, Finance or related field 
Proficient with ASC 606 and experience with implementing of such accounting guidance 
Experience with implementing SOX 404 as well as on-going documentation 
8+ years of experience in Finance/Accounting 
Knowledge of U.S. GAAP and Internal Controls 
Project management and systems implementation experience 
Experience with Microsoft Excel and PowerPoint 
Big 4/public company experience 
Experience working with Core Engineering and Payments Engineering and E-Commerce teams 
Experience in the global retail and hardware industry 
Experience with ASC 606 (Multiple Element Arrangement) accounting implementation 
Experience with Oracle ERP Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=33a8a89a65bba720&fccid=1639254ea84748b5&vjs=3
AR/VR Finance Project Manager,Facebook,"Menlo Park, CA","skills:  
Manage large-scale finance systems implementation projects (Oracle, Essbase, Hive, Tableau). 
Gather business requirements from across the finance Org and project manage engineering team to build finance solutions. 
Communicate technical issues with business partners and business needs to technical partners. 
Create automated reporting for P&L and headcount forecasting. 
Drive process improvements by partnering with up-stream process owners and enhance current tools/systems related to financial management. 
Help define and implement scalable financial processes related to month-end and quarter-end close, including accruals and reporting. 
5+ years of finance experience with an emphasis on financial systems and databases 
Experience with SQL, Tableau, Oracle, Essbase 
Experience in P&L forecasting, budgeting, & FP&A concepts 
Experience working and solving problems independently, organizing workload and priorities, and completing tasks on time 
Experience partnering with and influencing key functional leaders 
Experience in applicable accounting concepts and financial planning 
Bachelor's degree 
Experience supporting Hardware development organizations Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=1b90507641f2299e&fccid=1639254ea84748b5&vjs=3
"Director, Product, AR/VR Growth",Facebook,"Menlo Park, CA","skills:  
Establish shared vision across the company by building consensus on Growth strategy and priorities leading to product execution. 
Understand how to prioritize highest impact opportunities based on analysis, product strategy, and technical development. 
Drive product development with a team of world-class engineers, designers, and data scientists. 
Integrate design thinking, strategic metrics design, and rigour hypothesis driven experimentation to maximize impact on growth trajectories. 
Maximize efficiency in a constantly evolving environment where the process is fluid and creative solutions are the norm. 
10+ years of experience in product management, product data science, or engineering for software products and technologies. 
Proven track record in optimizing user acquisition channels, conversion funnels, and monetization. 
Experience in user psychology, and a track-record of using these insights to create great user experiences that also accomplish business results. 
Experience leading with intuition but validating through data-driven experimentation and user research. 
Experience collaborating with research, design, engineering, and analytics to drive growth initiatives. Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=3e8e48419c90e32e&fccid=1639254ea84748b5&vjs=3
"Website Marketing Manager, AR/VR Marketing",Facebook,"Menlo Park, CA","skills:  
Define and implement web content and design strategy and execution to ensure SEO, funnel, UX and conversion best practices 
Spearhead site strategy, information architecture, content, themes, and overall design of the website with internal stakeholders, cross-functional teams, and external agency partners 
Partner with other channel leads across social, email and paid media to drive growth through end-to-end campaign optimization, A/B testing and localization 
Generate analytical insights to inform optimal consumer experience, drive conversion improvement, CPA efficiencies and traffic growth 
Brainstorm new and creative growth strategies 
Identify opportunities for technical and platform improvement, quantify impact and drive tool/platform improvements with product and technical teams 
BA/BS degree 
8+ years of consumer marketing experience in a fast-paced environment 
Knowledge of digital marketing, website design and management, content strategy 
Experience in planning digital marketing strategies and developing solutions to attract and convert website traffic 
Experience working and building relationships with cross-functional groups 
Communication skills, analytical experience, and creative problem-solving 
Team-oriented to work effectively across all levels of management, teams, and disciplines 
Experience in a fast-paced, always-on, startup environment 
MBA or other relevant advanced degree preferred 
Experience in consumer technology 
Working knowledge of HTML, JS, CSS Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=f86075ff7f6e01af&fccid=1639254ea84748b5&vjs=3
"QA Lead, AR/VR",Facebook,"Menlo Park, CA","skills:  
Build a test-driven engineering culture that drives improvements in quality. 
Implement process changes to scale testing efforts across multiple products. 
Test functionality of games and apps built for Oculus ecosystem. 
Plan, develop and execute test coverage for multiple platforms. 
Diagnose issues, report defects, and propose regression tests to discover reoccurrences. 
Work with engineers and project leads to triage and prioritize issues for resolution. 
Own the process of creating metrics to measure and monitor product performance. 
Partner with Automation and Infrastructure team to leverage automation to allow better reliability and scalability. 
BS/MS in Computer Science or equivalent experience. 
Experience debugging applications on Platform, PC and Mobile component. 
Experience building, shipping, and maintaining commercial software. 
Experience coding in Python, PHP, Java, C/C++ or equivalent language. 
Experience in managing black box and white box testing. Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=4997347414542732&fccid=1639254ea84748b5&vjs=3
"Director, Engineering, AR/VR Experiences",Facebook,"Menlo Park, CA","skills:  
Manage grow and mentor a team of Managers and Tech Leads. Define organizational culture and technical strategy for Horizon Engineering team. 
Establish and teach sustainable engineering practices to ensure Horizon becomes a successful Product as a Service. 
Establish effective collaboration with engineering teams inside Social Experiences, AR/VR and across Facebook. 
Build a culture of seamless cross-discipline collaboration between Engineering, Product, Art, Design, Data Science and User Research. 
Work with Technical Program Management to develop effective Operating Model and process for the Horizon team. 
Offer organizational design thinking to best structure the team and equip them for success in their goals. 
Leading Software as a Service products with >1M peak concurrent users. 
12+ years of experience Developing and leading teams in the field of real time software. 
10+ years of management experience with direct reports under your guidance and leadership. 
5+ years of experience managing, mentoring and growing senior leaders (managers of managers). 
Shipping Interactive real time experiences at scale. 
Experience in platform/ecosystem products, marketplaces. 
BA/BS in Computer Science or related field. Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=00d54146aeaffb46&fccid=1639254ea84748b5&vjs=3
"Product Experience Quality Engineer, AR/VR Accessories",Facebook,"Menlo Park, CA","skills:  
Create process and procedures to consistently track project test plans, testing progress, and open issues. 
Run regular bug/issue review meetings for each product in development. 
Coordinate a post-sales support plan for each product. 
Coordinate and contribute to engineering deliverables including specifications and test plans. 
Develop processes for out-of-the-box experience testing. 
Perform product/experience regression testing for new builds. 
Ensure program test documents are complete, current and available for staff and leadership review. 
Work cross-functionally to develop best practices and quality/test processes to support internal and external teams in developing Oculus products and Oculus certified products. 
Influence product manufacturability, testability, serviceability, reliability, flexibility and cost effectiveness. 
3+ years of Quality Engineering experience related to consumer electronics products. 
A history of shipping reliable products that customers love. 
Demonstrated technical skills and experience, including a detailed understanding of Final Assembly, Test, Pack and SMT processes. 
Knowledge with program and issue tracking and version control software. 
Experience leveraging third party vendors for extended test. 
Experience operating in dynamic, fast-paced environment with minimal supervision. 
Knowledge for AR/VR and video conferencing technologies. 
Experience with packaging. 
Software testing experience (black-box user experience). 
Experience with IMUs/sensor physical sensor systems with an understanding of calibration/test methods. 
Experience with testing vision systems. 
Experience with PC, USB, Bluetooth, or Wifi logo testing. 
Experience taking products through certifications such as UL, CE, FCC, IC, or ETL. 
Experience with audio performance testing. 
Experience with soft goods and mechanical assemblies. 
Experience with GD&T & tolerance analysis. 
Experience with wearable products that require bio-compatibility testing and compliance. Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=9e8d28b2beb78367&fccid=1639254ea84748b5&vjs=3
"Software Development Engineer in Test, AR/VR",Facebook,"Menlo Park, CA","skills:  
Create and implement high-quality automated tests to verify release readiness 
Design and implement automated test frameworks and tools to fill test gaps 
Investigate automated test failures to ensure high signal from our automated tests 
Manage contingent engineers on the team to ensure high output volume 
Track effectiveness and coverage of automated tests 
Partner with infrastructure and feature engineering teams to ensure automation is fully enabled 
Independently drive goals as a project manager - tracking and reporting on status, escalating risks, and finding solutions to obstacles 
Evangelize and drive a culture of quality within Facebook AR/VR by advocating for high quality, quickly escalating issues found by automation or blocking test execution, and helping other teams understand the importance of testing 
BS/MS in Computer Science or equivalent experience 
Experience debugging software and/or hardware 
Python, JavaScript, PHP or Java or C/C++ or equivalent language 
Experience with black box or white box testing 
Experience designing and building automation lab infrastructure 
Experience designing and building automated test frameworks 
Experience with QA strategy development and execution 
Experience reporting progress and results to stakeholders Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=216ef58693a78b42&fccid=1639254ea84748b5&vjs=3
"Manager, Channel Operations - AR/VR",Facebook,"Menlo Park, CA","skills:  
Build, mentor, and grow the North America channels operations team 
Partnering closely with North America Sales team to support and enable market growth and customer satisfaction 
Drives operational capability initiatives in support of process efficiency and adding value for Partners 
Support and measure operational KPI’s and generate related reporting to improve performance 
Support the allocation process and align with cross-functional partners in sales and supply planning 
Continually support and improve the overall Collaborative Planning Forecasting and Replenishment processes 
Ensure timely B2B RMA receiving within Partner and 3PL SLA’s and overall compliance 
Align with key internal/external partners to improve the overall order to cash process 
Active participation in Sales & Operations meetings and forum 
Ensure internal and SOX compliance for order management processes 
Back-up for Channel Operations Analysts that are traveling on leave or on PTO 
Willingness and ability to travel up to 10% to domestic and international locations 
8+ years of direct people management experience and managing the order management (order to cash) function for hardware products supporting Retail and Enterprise customers 
Experience with on-boarding new partners, products, and markets 
Experience managing or major contributor for CPFR processes 
Proven track record of getting things done (projects, initiatives, process improvements, etc.) 
Proven experience influencing all levels within the organization 
Proven communication skills 
Experience using Oracle, SAP, or another major ERP platform 
Experience working in a fast paced, dynamic environment with changing priorities and deadlines 
Bachelor’s degree Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=177b2dbc44c2e9d0&fccid=1639254ea84748b5&vjs=3
AR/VR Electrical Engineer,Facebook,"Menlo Park, CA","skills:  
Transform vendor reference designs, or block diagrams into custom solutions 
Design, implement, debug and characterize embedded systems with end-to-end ownership of EE product design from concept to launch 
Design schematics, complete board layouts, assembly, test, debug, and integrate designs into opto electro-mechanical systems 
Optimize architecture and circuits for power consumption and battery life 
Collaborate closely with cross-functional teams such industrial design, architecture, product design, NPI, and supply chain 
Work closely with CM/JDM resources to leverage their engineers and maximize the focus of internal resources on adding value to and differentiating our product 
Drive the resolution of technical issues by working with the cross-functional teams: Electrical, Mechanical, SW, Quality, Reliability as well as the various CM/JDM teams 
Perform lab measurements, and factory tests as needed to validate the design and resolve any issues 
Track test progress, bugs, and fixes and produce regular progress reports
 
Bachelors in Electrical Engineering or related fields or equivalent experience 
Experience in consumer electronics or related fields 
Experience in embedded or mobile system design, hardware architecture, board design, board bring-up and product NPI experience 
Experience and knowledge of printed circuit board (PCB) technologies, such as rigid, flex, hybrid, HDI, etc. 
Experience leading technical teams, cross-functional groups and vendors against plans
 
Masters in Electrical Engineering or related fields or equivalent experience 
5+ years of experience in consumer electronics or related fields 
5+ years of experience in embedded or mobile system design, hardware architecture, board design, board bring-up and product NPI experience 
Demonstrated experience bringing new technologies to product 
Experience performing bench level power measurements to validate battery life 
Knowledge of the relationship between physical layout and electrical performance 
Experience running signal integrity simulations Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=c3d649fa77219721&fccid=1639254ea84748b5&vjs=3
AR/VR Business Analyst,Tailored Management,"Menlo Park, CA","skills:  Consolidate third-party retailer sales reports and upload reports to Hive Metastore. Use SQL to query sales related data on a distributed system. Create reports and dashboards to support sales leadership in making effective, analytically driven, and strategic decisions. Explore new data sources to add signal to existing models and develop models for new sales opportunities. Perform ad-hoc and in-depth analyses and then reporting/presenting insights. Partner with regional heads of sales to develop regional sales strategy. 2+ years of experience in business reporting, business intelligence or sales analytics. Reporting experience in a consumer electronics environment or retail industry preferred. Experience in querying and manipulating raw datasets for analysis using SQL (Presto, Spark, Hive). Experience in data ETL preferred. Experience in visualization, dashboards and reporting using Tableau, or other BI tools. Ability to partner with cross functional teams, prioritize tasks and move fast on projects. Experience in communicating findings to both technical and non-technical audiences. BS/MS degree in a quantitative discipline: statistics, applied mathematics, business analytics, computer science, engineering, economics, etc. Bachelor's (Required) United States (Required) One location Health insurance Dental insurance Vision insurance Monday to Friday Day shift 8 hour shift Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DI_pqscLjs9LkB0jlO39g2s8RE9SCHTdataN4HV1TulGfWI13h5d2IIBkrMCBpdyoKFuk6LoRw93nv9VIf-nwycaiTnbsKlxaYmP2oUVCrEos5MOIWzflKyJqtBexCiKWVxNVq0D9Lo3YRyX8n959AonagBpNTwfxL-PurTe6VIuRucl5-GiO9Z3AHltrL2IwrFwRD-3xtJmg5lOjTHAkhBpxE1J_CcTLbbzW-kmhhsFhy_y34muJXoemeT3iU7t1Kj_i9d8C_EgKJjZYGudxsS3MVTF0JCs4eQ7zSyDxj1ADOH0BU6dov5OOMG2ec7U4eL8QPnqx5tuJabChQjcVFyBPlQgC2YdOECXIjxf3udz-sel1g_KI5sqB9XiU1NtSwyeYTcH9TxGAUe5x56NliQ1QgtsVoELcPCw3BY3dpXgm76qED3NHeCRk60VsySCp1tZRinPMSxm0xDIdYi_O9&p=11&fvj=1&vjs=3
AR/VR Product Design Engineer,Facebook,"Menlo Park, CA","skills:  
End-to-end ownership of full product and/or module architecture from concept through launch. 
Collaborate with program management, industrial design, user experience, component module, and supply chain teams. 
Drive road map for next-generation materials, manufacturing processes, and/or mechanism design. 
Leverage overseas teams (ODM/JDM/CM) to maximize the focus of our internal resources on adding value and differentiation to our products. 
Establish and refine product design process, best practices, and/ or tools for the organization. 
Bachelors or equivalent experience in Mechanical Engineering or related fields 
Experience in consumer electronics or related fields 
Experience in mobile and/or wearable mechanical product design, mechanical system architecture, prototype validation, and new product introduction (NPI) 
Experience leading technical teams, cross-functional groups, and overseas manufacturers 
Demonstrated experience in plastic and metal part design 
Experience in Design for Manufacturability (DFM), Design for Assembly (DFA), statistical tolerance analysis techniques, functional dimensioning, geometric tolerancing, and 3D/2D CAD 
Masters in Mechanical Engineering or related fields 
Experience with integrating component modules (AMOLED displays, batteries, camera modules, etc.), interconnect (FPC design and ACF bonding), and/or Integration of wireless antenna (GSM, GPS, Wifi, LTE) into mechanical enclosures 
5+ years of experience in consumer electronics or related fields 
5+ years of experience in mobile and/or wearable mechanical product design, mechanical system architecture, prototype validation, and new product introduction (NPI) 
Experience in NX/Teamcenter Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=2f8cd58b636376ee&fccid=1639254ea84748b5&vjs=3
"Associate General Counsel, AR/VR",Facebook,"Menlo Park, CA","skills:  
Analyze products, policies, and initiatives to develop strategy for future products and provide practical legal risk mitigation strategies across multiple jurisdictions 
Provide legal support to teams developing innovative solutions to safety, integrity, and accessibility issues in new technologies and contexts 
Work closely with business leads in related functions at Facebook, including UX researchers, perceptual scientists, product managers, engineers, designers, and policy teams 
Provide legal advice to product, software engineering and other business teams across many subject areas, including consumer protection, privacy, integrity, and accessibility regulations 
Analyze products, policies, and initiatives to develop strategy for future products and provide practical legal risk mitigation strategies across multiple jurisdictions 
Build positive and influential relationships with executives, product teams, and peers across the AR/VR organization 
Lead consensus building and drive coordination with other members of the legal team and teams within the business 
J.D. degree and membership in at least one U.S. state bar 
8+ years combined law firm and in-house experience, including experience working with technology companies 
Experience counseling clients on legal issues relating to consumer protection laws, data privacy/privacy laws, accessibility laws, and general products liability concerns 
Experience working on international consumer product safety matters 
Experience counseling clients on legal issues relating to cybercrimes, law enforcement requests and online safety measures Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=3959e3db7855b417&fccid=1639254ea84748b5&vjs=3
